Row,Sample Name,Transaction Id,Anon Student Id,Session Id,Time,Time Zone,Student Response Type,Student Response Subtype,Tutor Response Type,Tutor Response Subtype,Level (Lesson),Level (Level2),Problem Name,Problem View,Problem Start Time,Step Name,Attempt At Step,Is Last Attempt,Outcome,Selection,Action,Input,Rater 1: Obviously AI-generated Response (yes=1; no= 0),Rater 2: Obviously AI-generated Response (yes=1; no= 0),Source of Truth: Obviously AI-generated,"Rater 1: Authentic, Real Person Response (yes=1; no=0)","Rater 2: Authentic, Real Person Response (yes=1; no=0)","Source of Truth: Authentic, Real Person",Duration (sec),Feedback Text,Feedback Classification,Help Level,Total Num Hints,KC (Single-KC),KC Category (Single-KC),KC (Unique-step),KC Category (Unique-step),School,Class,CF (AI_Evaluation),CF (AI_Rephrased_Response),CF (AI_Request_Counter),CF (AiEnabled),CF (Condition),CF (Counterbalanced),CF (Sequence),CF (tool_event_time),CF (tutor_event_time),Event Type
164272,All Data,8f693a41d1fc5e0f8caf4dc0fd96f8ad,Stu_b18c577c10d0f6da759dc5fd72ed4d4c,ctat_session_4cfde76e-0fcc-e47c-970c-c0d91f571118,9/30/24 19:49,UTC,ATTEMPT,,RESULT,,Using Motivational Strategies,Scenario_Carla,1. What exactly would you tell Carla to increase her motivation to learn math and increase her engagement?,1,9/30/24 19:49,1 open response,1,1,,1,open response,"carla, I know math feels tough right now, but think of it like designing one of your custom scarves. Just like you take your time and pay attention to details to create something amazing, math works the same way",0,0,0,1,1,1,0,,,,,Single-KC,,KC434,,PLUS Tutoring,PLUS Lessons,,,,,Mixed,"Scenario Carla, Scenario  Kevin",,2024-09-30 19:49:45.012 UTC,2024-09-30 19:49:45.012 UTC,
164273,All Data,6444d1b97eaf5b3477489f72e1acf8f5,Stu_b18c577c10d0f6da759dc5fd72ed4d4c,ctat_session_4cfde76e-0fcc-e47c-970c-c0d91f571118,9/30/24 19:50,UTC,ATTEMPT,,RESULT,,Using Motivational Strategies,Scenario_Carla,3. Why do you think the approach you selected in Question 2 will best support and increase Carla's motivation to complete her math work and increase engagement?,1,9/30/24 19:50,3 open response,1,1,,3,open response,it relates math to something she likes to give her confidence and courage to solve problems.,0,0,0,1,1,1,0,,,,,Single-KC,,KC1326,,PLUS Tutoring,PLUS Lessons,,,,,Mixed,"Scenario Carla, Scenario  Kevin",,2024-09-30 19:50:11.919 UTC,2024-09-30 19:50:11.919 UTC,
164285,All Data,7f4c7f61672a1c359023daec0e6fa50b,Stu_b18c577c10d0f6da759dc5fd72ed4d4c,ctat_session_4cfde76e-0fcc-e47c-970c-c0d91f571118,9/30/24 19:53,UTC,ATTEMPT,,RESULT,,Using Motivational Strategies,Scenario_Kevin,9. What exactly would you text to Kevin to increase his motivation to complete his math work and increase engagement by leveraging his love of sports and playing baseball?,1,9/30/24 19:53,9 open response,1,1,,9,open response,Hey Kevin! I just wanted to say how impressed I am with your hard work this week in math. It's like being in the batting cage every lesson is a practice swing that gets you closer to hitting that home run!,1,,,0,,,0,,,,,Single-KC,,KC382,,PLUS Tutoring,PLUS Lessons,,,,,Mixed,"Scenario Carla, Scenario  Kevin",,2024-09-30 19:53:56.615 UTC,2024-09-30 19:53:56.616 UTC,
164287,All Data,c3c7db29e3ee39d4e26a31d71f9b71a7,Stu_b18c577c10d0f6da759dc5fd72ed4d4c,ctat_session_4cfde76e-0fcc-e47c-970c-c0d91f571118,9/30/24 19:54,UTC,ATTEMPT,,RESULT,,Using Motivational Strategies,Scenario_Kevin,11. Why do you think the approach you selected in Question 10 will best support and increase Kevin's motivation to complete his math work and increase engagement?,1,9/30/24 19:54,11 open response,1,1,,11,open response,"This message connects his interest in baseball to his math progress, making learning feel more relevant and engaging.",0,,,,,,0,,,,,Single-KC,,KC92,,PLUS Tutoring,PLUS Lessons,,,,,Mixed,"Scenario Carla, Scenario  Kevin",,2024-09-30 19:54:35.178 UTC,2024-09-30 19:54:35.178 UTC,
164655,All Data,c81910cf2bcc4c744e5d4bd3ef35967c,Stu_b2a6f7682c83c45a3f210873fc362078,ctat_session_3e9775dd-c718-8fab-0402-ade99a975332,7/31/24 18:11,UTC,ATTEMPT,,RESULT,,Using Motivational Strategies,Scenario_Kevin,1. What exactly would you text to Kevin to increase his motivation to complete his math work and increase engagement by leveraging his love of sports and playing baseball?,1,7/31/24 18:11,1 open response,1,1,,1,open response,"You did a great job this week, exceeding your math effort goal! Just like baseball, where practice makes perfect, mastering these arithmetic lessons will help you achieve academic success. Remember that every hour is like another swing at the bat, so keep up the effort. You are improving, and I can't wait to see how amazing you are!",1,,,0,,,0,,,,,Single-KC,,KC410,,E-Learning Course,PLUS Lessons,,,,,Mixed,"Scenario Kevin, Scenario  Carla",,2024-07-31 18:11:23.011 UTC,2024-07-31 18:11:23.015 UTC,
164657,All Data,f2c602aeb0462167981a49e77bd08051,Stu_b2a6f7682c83c45a3f210873fc362078,ctat_session_3e9775dd-c718-8fab-0402-ade99a975332,7/31/24 18:12,UTC,ATTEMPT,,RESULT,,Using Motivational Strategies,Scenario_Kevin,3. Why do you think the approach you selected in Question 2 will best support and increase Kevin's motivation to complete his math work and increase engagement?,1,7/31/24 18:12,3 open response,1,1,,3,open response,"It validates Kevin's achievements and hard work, which boosts his confidence and validates the value of his work. Positive reinforcement highlights his achievements and motivates him to continue working hard. Engaging in a candid conversation about his baseball season adds a human touch. It builds a stronger teacher-student relationship by showing that you are interested in their interests outside of arithmetic.",1,,,0,,,0,,,,,Single-KC,,KC175,,E-Learning Course,PLUS Lessons,,,,,Mixed,"Scenario Kevin, Scenario  Carla",,2024-07-31 18:12:28.096 UTC,2024-07-31 18:12:28.096 UTC,
164668,All Data,7a89358a4a7d74d23a1a94cd77cf30ec,Stu_b2a6f7682c83c45a3f210873fc362078,ctat_session_3e9775dd-c718-8fab-0402-ade99a975332,7/31/24 18:16,UTC,ATTEMPT,,RESULT,,Using Motivational Strategies,Scenario_Carla,9. What exactly would you tell Carla to increase her motivation to learn math and increase her engagement?,1,7/31/24 18:16,9 open response,1,1,,9,open response,"Hi Carla, I am aware that arithmetic can be very difficult at times, but mastering math is all about using the correct pattern and method, much like when making those personalized scarves. Do you recall how fulfilling it is to watch your designs come to life? Consider every math issue as a step toward designing something exquisite. You'll get better the more you practice, and you'll soon begin to see the desired outcomes. I'm here to support you at every turn as we take this one step at a time. You can succeed in this.",1,1,1,0,0,0,0,,,,,Single-KC,,KC537,,E-Learning Course,PLUS Lessons,,,,,Mixed,"Scenario Kevin, Scenario  Carla",,2024-07-31 18:16:12.230 UTC,2024-07-31 18:16:12.231 UTC,
164670,All Data,83ab25d5d8a9da5c944ebb1ea6b71ae8,Stu_b2a6f7682c83c45a3f210873fc362078,ctat_session_3e9775dd-c718-8fab-0402-ade99a975332,7/31/24 18:16,UTC,ATTEMPT,,RESULT,,Using Motivational Strategies,Scenario_Carla,11. Why do you think the approach you selected in Question 11 will best support and increase Carla's motivation to complete her math work and increase engagement?,1,7/31/24 18:16,11 open response,1,1,,11,open response,"By agreeing to collaborate, you give help right away and help the task seem more doable. It demonstrates to Carla that you are actively involved in her success and that she is not alone. She is motivated to talk about her scarf because it offers a concrete reward that holds significance for her. This prize can encourage her to persevere through the challenge and make the work needed for the math task seem more valuable.",0,1,1,0,0,0,0,,,,,Single-KC,,KC421,,E-Learning Course,PLUS Lessons,,,,,Mixed,"Scenario Kevin, Scenario  Carla",,2024-07-31 18:16:53.772 UTC,2024-07-31 18:16:53.773 UTC,
165098,All Data,444451ab060553460369476ee2bd1c25,Stu_b4373b6ee9612ceb173f8855ad6486d8,ctat_session_5a67a877-cb36-374c-756d-96774ffe3778,8/9/24 16:53,UTC,ATTEMPT,,RESULT,,Using Motivational Strategies,Scenario_Kevin,1. What exactly would you text to Kevin to increase his motivation to complete his math work and increase engagement by leveraging his love of sports and playing baseball?,1,8/9/24 16:53,1 open response,1,1,,1,open response,"Hey, Kevin!  Just like in baseball, where every pitch and swing counts, each math problem you solve is a step toward a win. Think of math like practice for the big game you've got to put in the work to get the results you want on the field. Imagine how awesome it'll feel to hit that home run in class, just like you do on the diamond!  Let's knock this math out of the park together!",1,,,0,,,0,,,,,Single-KC,,KC410,,E-Learning Course,PLUS Lessons,,,,,Mixed,"Scenario Kevin, Scenario  Carla",,2024-08-09 16:53:40.663 UTC,2024-08-09 16:53:40.665 UTC,
165104,All Data,5d20868ef659df7a453301999c49e359,Stu_b4373b6ee9612ceb173f8855ad6486d8,ctat_session_5a67a877-cb36-374c-756d-96774ffe3778,8/9/24 16:55,UTC,ATTEMPT,,RESULT,,Using Motivational Strategies,Scenario_Kevin,3. Why do you think the approach you selected in Question 2 will best support and increase Kevin's motivation to complete his math work and increase engagement?,1,8/9/24 16:55,3 open response,1,1,,3,open response,"The approach in Question 2 is effective because it uses positive reinforcement by acknowledging Kevin's effort and rewarding him with something he values talking about baseball. This connection between his interest and academic success makes math work feel more rewarding and relevant, boosting his motivation and engagement.",1,,,0,,,0,,,,,Single-KC,,KC175,,E-Learning Course,PLUS Lessons,,,,,Mixed,"Scenario Kevin, Scenario  Carla",,2024-08-09 16:55:09.373 UTC,2024-08-09 16:55:09.374 UTC,
165116,All Data,fa5fe674310ea28b3059a758da5bf454,Stu_b4373b6ee9612ceb173f8855ad6486d8,ctat_session_5a67a877-cb36-374c-756d-96774ffe3778,8/9/24 17:10,UTC,ATTEMPT,,RESULT,,Using Motivational Strategies,Scenario_Carla,9. What exactly would you tell Carla to increase her motivation to learn math and increase her engagement?,1,8/9/24 17:10,9 open response,1,1,,9,open response,"Hi Carla! I know math can be challenging, but every problem you solve brings you one step closer to mastering it. Think of it like leveling up in a game you're building your skills and getting stronger with each challenge. Let's set a small goal for today, and once you hit it, we can celebrate with something you enjoy. You've got this, and I'm here to support you every step of the way!",1,1,1,0,0,0,0,,,,,Single-KC,,KC537,,E-Learning Course,PLUS Lessons,,,,,Mixed,"Scenario Kevin, Scenario  Carla",,2024-08-09 17:10:56.492 UTC,2024-08-09 17:10:56.492 UTC,
165118,All Data,a9a5fb5548c21bcc061111dc5675d91c,Stu_b4373b6ee9612ceb173f8855ad6486d8,ctat_session_5a67a877-cb36-374c-756d-96774ffe3778,8/9/24 17:11,UTC,ATTEMPT,,RESULT,,Using Motivational Strategies,Scenario_Carla,11. Why do you think the approach you selected in Question 11 will best support and increase Carla's motivation to complete her math work and increase engagement?,1,8/9/24 17:11,11 open response,1,1,,11,open response,"The selected approach is effective because it combines encouragement, connects the math work to Carla's interest in making scarves, and offers a clear reward for completion. This boosts her confidence, makes the task feel relevant, and provides something enjoyable to look forward to.",1,1,1,0,0,0,0,,,,,Single-KC,,KC421,,E-Learning Course,PLUS Lessons,,,,,Mixed,"Scenario Kevin, Scenario  Carla",,2024-08-09 17:11:42.698 UTC,2024-08-09 17:11:42.699 UTC,
165278,All Data,e31687193e304e15e933eee88609acb6,Stu_b4d9764a74441cc9559fbaeb72fb228c,ctat_session_b0d17aba-e877-a055-6acc-e0560d7d8c75,7/11/24 21:27,UTC,ATTEMPT,,RESULT,,Using Motivational Strategies,Scenario_Kevin,1. What exactly would you text to Kevin to increase his motivation to complete his math work and increase engagement by leveraging his love of sports and playing baseball?,1,7/11/24 21:26,1 open response,1,1,,1,open response,"Hey Kevin. Imagine baseball as a game of numbers are just like as math. When you calculate batting averages, analyze player stats, or strategize plays, you are using math skills. So, tackle those math problems like you are stepping up to the plate. Each solution is a home run.  Keep swinging, and you will score big in both math and baseball.",1,,,0,,,66,,,,,Single-KC,,KC410,,E-Learning Course,PLUS Lessons,,,,,Mixed,"Scenario Kevin, Scenario  Carla",,2024-07-11 21:27:55.917 UTC,2024-07-11 21:27:55.919 UTC,
165283,All Data,2dce058fb6957247874b5d5568ebd07e,Stu_b4d9764a74441cc9559fbaeb72fb228c,ctat_session_b0d17aba-e877-a055-6acc-e0560d7d8c75,7/11/24 21:36,UTC,ATTEMPT,,RESULT,,Using Motivational Strategies,Scenario_Kevin,3. Why do you think the approach you selected in Question 2 will best support and increase Kevin's motivation to complete his math work and increase engagement?,1,7/11/24 21:35,3 open response,3,1,,3,open response,"Absolutely, let us boost Kevin's math motivation using his love for baseball. Swing confidently, and with each correct answer, you are rounding those bases. Keep your eye on the math ball, and soon you will hit a home run.",1,,,0,,,24,,,,,Single-KC,,KC175,,E-Learning Course,PLUS Lessons,,,,,Mixed,"Scenario Kevin, Scenario  Carla",,2024-07-11 21:36:13.649 UTC,2024-07-11 21:36:13.650 UTC,
165302,All Data,8e517d48974f93d66c08f890ac7bb9b4,Stu_b4d9764a74441cc9559fbaeb72fb228c,ctat_session_b0d17aba-e877-a055-6acc-e0560d7d8c75,7/11/24 21:49,UTC,ATTEMPT,,RESULT,,Using Motivational Strategies,Scenario_Carla,9. What exactly would you tell Carla to increase her motivation to learn math and increase her engagement?,1,7/11/24 21:49,9 open response,1,1,,9,open response,"Math is not just numbers, it is problem-solving magic. Imagine using math to design roller coasters, analyze sports stats, or even bake the perfect cake.",0,0,0,1,1,1,0,,,,,Single-KC,,KC537,,E-Learning Course,PLUS Lessons,,,,,Mixed,"Scenario Kevin, Scenario  Carla",,2024-07-11 21:49:15.427 UTC,2024-07-11 21:49:15.427 UTC,
165311,All Data,42f6926ee0229b19b478f9ca60bc1af3,Stu_b4d9764a74441cc9559fbaeb72fb228c,ctat_session_b0d17aba-e877-a055-6acc-e0560d7d8c75,7/11/24 21:53,UTC,ATTEMPT,,RESULT,,Using Motivational Strategies,Scenario_Carla,11. Why do you think the approach you selected in Question 11 will best support and increase Carla's motivation to complete her math work and increase engagement?,1,7/11/24 21:50,11 open response,8,1,,11,open response,"Mathematics plays a significant role in fashion design in several ways. Designers create geometric shapes, lines, and angles in their sketches while ensuring symmetry.",0,0,0,1,1,1,33,,,,,Single-KC,,KC421,,E-Learning Course,PLUS Lessons,,,,,Mixed,"Scenario Kevin, Scenario  Carla",,2024-07-11 21:53:37.396 UTC,2024-07-11 21:53:37.397 UTC,
165459,All Data,9f798f11f5d384495307b8938c2eea3f,Stu_b5e1389cccb697b38d4e40a66bf9da29,ctat_session_005fc232-ac89-63cd-b60d-90951a4b1f2b,8/6/24 21:16,UTC,ATTEMPT,,RESULT,,Using Motivational Strategies,Scenario_Kevin,1. What exactly would you text to Kevin to increase his motivation to complete his math work and increase engagement by leveraging his love of sports and playing baseball?,1,8/6/24 21:16,1 open response,3,1,,1,open response,"Hey, Kevin! Great job on hitting your math goal this week! How about a reward for your hard work? Next time we meet, let's chat about your favorite baseball team or practice some baseball trivia! Keep up the awesome work!",1,,,0,,,17,,,,,Single-KC,,KC410,,E-Learning Course,PLUS Lessons,,,,,Mixed,"Scenario Kevin, Scenario  Carla",,2024-08-06 21:16:55.692 UTC,2024-08-06 21:16:55.695 UTC,
165464,All Data,1a6f48994f3100aa8f3f92091907c085,Stu_b5e1389cccb697b38d4e40a66bf9da29,ctat_session_005fc232-ac89-63cd-b60d-90951a4b1f2b,8/6/24 21:18,UTC,ATTEMPT,,RESULT,,Using Motivational Strategies,Scenario_Kevin,3. Why do you think the approach you selected in Question 2 will best support and increase Kevin's motivation to complete his math work and increase engagement?,1,8/6/24 21:18,3 open response,3,1,,3,open response,"The approach will help Kevin because it makes the math work more exciting and fun. He'll be more excited to keep going and try harder when he feels like he's getting something cool or new. Plus, it feels good to have small wins along the way!",1,,,0,,,4,,,,,Single-KC,,KC175,,E-Learning Course,PLUS Lessons,,,,,Mixed,"Scenario Kevin, Scenario  Carla",,2024-08-06 21:18:40.115 UTC,2024-08-06 21:18:40.121 UTC,
165480,All Data,19c0fa8c516f060cb368d2f6b1ce29ba,Stu_b5e1389cccb697b38d4e40a66bf9da29,ctat_session_005fc232-ac89-63cd-b60d-90951a4b1f2b,8/6/24 21:25,UTC,ATTEMPT,,RESULT,,Using Motivational Strategies,Scenario_Carla,9. What exactly would you tell Carla to increase her motivation to learn math and increase her engagement?,1,8/6/24 21:25,9 open response,2,1,,9,open response,"I know you love fashion and designing scarves. How about we relate some of your math problems to designing patterns or calculating materials for your scarves? It could be fun to see how math helps with your fashion projects. If you keep working hard, you'll have more skills to make even better designs!",1,1,1,0,0,0,8,,,,,Single-KC,,KC537,,E-Learning Course,PLUS Lessons,,,,,Mixed,"Scenario Kevin, Scenario  Carla",,2024-08-06 21:25:57.341 UTC,2024-08-06 21:25:57.342 UTC,
165482,All Data,37c54a1b6028f6736ab3cd2cd3992b62,Stu_b5e1389cccb697b38d4e40a66bf9da29,ctat_session_005fc232-ac89-63cd-b60d-90951a4b1f2b,8/6/24 21:26,UTC,ATTEMPT,,RESULT,,Using Motivational Strategies,Scenario_Carla,11. Why do you think the approach you selected in Question 11 will best support and increase Carla's motivation to complete her math work and increase engagement?,1,8/6/24 21:26,11 open response,1,1,,11,open response,"This approach works well because it mixes encouragement with something Carla enjoys. By helping her with the math and letting her talk about her scarves afterward, she'll feel supported and more interested in finishing her work. It makes the math feel more relevant and keeps her motivated.",1,1,1,0,0,0,0,,,,,Single-KC,,KC421,,E-Learning Course,PLUS Lessons,,,,,Mixed,"Scenario Kevin, Scenario  Carla",,2024-08-06 21:26:45.757 UTC,2024-08-06 21:26:45.758 UTC,
166192,All Data,4bf0d927d3050c2c6277c3a0c16c64b4,Stu_b5e16cec610e9d0ba2fe59f23362bcc1,ctat_session_71a8ee03-e139-a2f8-ff2c-5ea887acd411,10/12/24 4:40,UTC,ATTEMPT,,RESULT,,Using Motivational Strategies,Scenario_Carla,1. What exactly would you tell Carla to increase her motivation to learn math and increase her engagement?,2,10/12/24 4:40,1 open response,1,1,,1,open response,"Hi Carla, you're doing a great job, let's look at this problem first together!",0,0,0,1,1,1,0,,,,,Single-KC,,KC434,,PLUS Tutoring,PLUS Lessons,,,,,Mixed,"Scenario Carla, Scenario  Kevin",,2024-10-12 04:40:17.754 UTC,2024-10-12 04:40:17.755 UTC,
166194,All Data,4f017bd95bf72a9d58fc398a38dc4dc6,Stu_b5e16cec610e9d0ba2fe59f23362bcc1,ctat_session_71a8ee03-e139-a2f8-ff2c-5ea887acd411,10/12/24 4:41,UTC,ATTEMPT,,RESULT,,Using Motivational Strategies,Scenario_Carla,3. Why do you think the approach you selected in Question 2 will best support and increase Carla's motivation to complete her math work and increase engagement?,1,10/12/24 4:41,3 open response,1,1,,3,open response,because it asked Carla to work on the problem while showing interst in her topics,0,0,0,1,1,1,0,,,,,Single-KC,,KC1326,,PLUS Tutoring,PLUS Lessons,,,,,Mixed,"Scenario Carla, Scenario  Kevin",,2024-10-12 04:41:04.113 UTC,2024-10-12 04:41:04.114 UTC,
166211,All Data,b2d5d52874e70a7bbd4dc23a5b1c9173,Stu_b5e16cec610e9d0ba2fe59f23362bcc1,ctat_session_71a8ee03-e139-a2f8-ff2c-5ea887acd411,10/12/24 4:43,UTC,ATTEMPT,,RESULT,,Using Motivational Strategies,Scenario_Kevin,9. What exactly would you text to Kevin to increase his motivation to complete his math work and increase engagement by leveraging his love of sports and playing baseball?,1,10/12/24 4:43,9 open response,1,1,,9,open response,"Kevin, I love your effort. Let's think about math as your favorite sport",0,,,,,,0,,,,,Single-KC,,KC382,,PLUS Tutoring,PLUS Lessons,,,,,Mixed,"Scenario Carla, Scenario  Kevin",,2024-10-12 04:43:18.409 UTC,2024-10-12 04:43:18.410 UTC,
166213,All Data,09052038f67c85f9a42cd546a74e0490,Stu_b5e16cec610e9d0ba2fe59f23362bcc1,ctat_session_71a8ee03-e139-a2f8-ff2c-5ea887acd411,10/12/24 4:43,UTC,ATTEMPT,,RESULT,,Using Motivational Strategies,Scenario_Kevin,11. Why do you think the approach you selected in Question 10 will best support and increase Kevin's motivation to complete his math work and increase engagement?,1,10/12/24 4:43,11 open response,1,1,,11,open response,give extrinsic motivation,0,,,,,,0,,,,,Single-KC,,KC92,,PLUS Tutoring,PLUS Lessons,,,,,Mixed,"Scenario Carla, Scenario  Kevin",,2024-10-12 04:43:30.720 UTC,2024-10-12 04:43:30.720 UTC,
166295,All Data,a8ac20f16cf4594766ec54430bff6e83,Stu_b5fbadb9ffe20bb29d75b681764fa761,ctat_session_e27be57f-5dc6-31ae-2d21-aa67ec840a7e,8/7/24 19:48,UTC,ATTEMPT,,RESULT,,Using Motivational Strategies,Scenario_Kevin,1. What exactly would you text to Kevin to increase his motivation to complete his math work and increase engagement by leveraging his love of sports and playing baseball?,1,8/7/24 19:48,1 open response,1,1,,1,open response,Hey Kevin!  Awesome job on reaching your effort goal in math this week! Your determination is like a baseball player practicing for the big game â€“ hard work pays off! Keep swinging for the fences in math. Imagine each problem as a pitch you're mastering.  Want to calculate baseball stats? Math skills help with that too! Let's tackle a few math problems together and then you can share some cool sports stats with me. Ready to hit another home run in math? Let's do this!,1,,,0,,,0,,,,,Single-KC,,KC410,,E-Learning Course,PLUS Lessons,,,,,Mixed,"Scenario Kevin, Scenario  Carla",,2024-08-07 19:48:59.376 UTC,2024-08-07 19:48:59.377 UTC,
166301,All Data,6860167565043d91e214a69716b2d927,Stu_b5fbadb9ffe20bb29d75b681764fa761,ctat_session_e27be57f-5dc6-31ae-2d21-aa67ec840a7e,8/7/24 19:50,UTC,ATTEMPT,,RESULT,,Using Motivational Strategies,Scenario_Kevin,3. Why do you think the approach you selected in Question 2 will best support and increase Kevin's motivation to complete his math work and increase engagement?,1,8/7/24 19:50,3 open response,2,1,,3,open response,"The approach of acknowledging Kevin's achievement in completing his math work and offering to discuss baseball as a reward directly connects his academic efforts with his passion for sports. By linking his hard work in math with a positive and enjoyable experience related to his interests, this strategy reinforces Kevin's intrinsic motivation and creates a sense of accomplishment. This approach celebrates his academic progress and fosters a supportive and personalized learning environment that encourages continued engagement and effort.",1,,,0,,,11,,,,,Single-KC,,KC175,,E-Learning Course,PLUS Lessons,,,,,Mixed,"Scenario Kevin, Scenario  Carla",,2024-08-07 19:50:53.083 UTC,2024-08-07 19:50:53.084 UTC,
166317,All Data,eeea7ac655573508667952c1a16e431c,Stu_b5fbadb9ffe20bb29d75b681764fa761,ctat_session_e27be57f-5dc6-31ae-2d21-aa67ec840a7e,8/7/24 19:56,UTC,ATTEMPT,,RESULT,,Using Motivational Strategies,Scenario_Carla,9. What exactly would you tell Carla to increase her motivation to learn math and increase her engagement?,1,8/7/24 19:56,9 open response,3,1,,9,open response,"Hey Carla! I know math can be tough sometimes, but think of it like designing one of your beautiful scarves. Just as you meticulously plan each detail of your designs, tackling math problems requires breaking them down step by step. I believe in your creativity and perseverance imagine each problem as a unique pattern waiting to be solved! Let's work together on this. I'm here to help you understand the concepts so you can shine like the fashionista you are!",1,1,1,0,0,0,26,,,,,Single-KC,,KC537,,E-Learning Course,PLUS Lessons,,,,,Mixed,"Scenario Kevin, Scenario  Carla",,2024-08-07 19:56:33.616 UTC,2024-08-07 19:56:33.617 UTC,
166322,All Data,4e88b0dff0e27483fa8697e331946e95,Stu_b5fbadb9ffe20bb29d75b681764fa761,ctat_session_e27be57f-5dc6-31ae-2d21-aa67ec840a7e,8/7/24 19:57,UTC,ATTEMPT,,RESULT,,Using Motivational Strategies,Scenario_Carla,11. Why do you think the approach you selected in Question 11 will best support and increase Carla's motivation to complete her math work and increase engagement?,2,8/7/24 19:57,11 open response,1,1,,11,open response,"This strategy acknowledges Carla's interest in fashion and connects it directly to her math assignment, framing the completion of the assignment as a step toward discussing something she enjoys. It provides encouragement and support while maintaining focus on the task at hand, thereby helping to increase Carla's motivation and engagement in learning math.",1,1,1,0,0,0,0,,,,,Single-KC,,KC421,,E-Learning Course,PLUS Lessons,,,,,Mixed,"Scenario Kevin, Scenario  Carla",,2024-08-07 19:57:58.529 UTC,2024-08-07 19:57:58.530 UTC,
166576,All Data,f1d7329baf6a42db03f434a93756000a,Stu_b6499aae97f76aa5aa5ce6ba9d4e1f7b,ctat_session_3fedc86e-ce15-ba93-205f-7c3b5ba940e5,4/15/24 13:20,UTC,ATTEMPT,,RESULT,,Using Motivational Strategies,Scenario_Carla,1. What exactly would you tell Carla to increase her motivation to learn math and increase her engagement?,1,4/15/24 13:20,1 open response,1,1,,1,open response,"Lets take a break really quick, could you tell me more about your scarves?",0,0,0,0,1,1,0,,,,,Single-KC,,KC434,,PLUS Tutoring,PLUS Lessons,,,,,Open-response only,"Scenario Carla, Scenario  Kevin",,2024-04-15 13:20:20.172 UTC,2024-04-15 13:20:20.173 UTC,
166578,All Data,fcb2732695024e1bd4a5e957fcaf3397,Stu_b6499aae97f76aa5aa5ce6ba9d4e1f7b,ctat_session_3fedc86e-ce15-ba93-205f-7c3b5ba940e5,4/15/24 13:20,UTC,ATTEMPT,,RESULT,,Using Motivational Strategies,Scenario_Carla,2. Why do you think the approach you selected in Question 11 will best support and increase Carla's motivation to complete her math work and increase engagement?,1,4/15/24 13:20,2 open response,1,1,,2,open response,Make it an engaging environment.,0,0,0,1,1,1,0,,,,,Single-KC,,KC1111,,PLUS Tutoring,PLUS Lessons,,,,,Open-response only,"Scenario Carla, Scenario  Kevin",,2024-04-15 13:20:40.319 UTC,2024-04-15 13:20:40.320 UTC,
166588,All Data,d54cc3afd2d6fa24653f5460bd54b6ad,Stu_b6499aae97f76aa5aa5ce6ba9d4e1f7b,ctat_session_3fedc86e-ce15-ba93-205f-7c3b5ba940e5,4/15/24 13:57,UTC,ATTEMPT,,RESULT,,Using Motivational Strategies,Scenario_Shivang,"6. You are tutoring a student, Shivang, who often struggles to learn math. You encourage him by setting short term goals and breaking down problems. You praise him for working hard, even if he doesn't always get the problems correct. Shivang finds himself",1,4/15/24 13:57,6 open response,1,1,,6,open response,Extrinsic,,,,,,,0,,,,,Single-KC,,KC390,,PLUS Tutoring,PLUS Lessons,,,,,Open-response only,"Scenario Carla, Scenario  Kevin",,2024-04-15 13:57:04.212 UTC,2024-04-15 13:57:04.212 UTC,
166591,All Data,166dcd9f12df2471227980752817d564,Stu_b6499aae97f76aa5aa5ce6ba9d4e1f7b,ctat_session_29653174-6bfb-22f7-1637-f95b44356af0,4/15/24 16:43,UTC,ATTEMPT,,RESULT,,Using Motivational Strategies,Scenario_Kevin,7. What exactly would you text to Kevin to increase his motivation to complete his math work and increase engagement by leveraging his love of sports and playing baseball?,1,4/15/24 16:43,7 open response,1,1,,7,open response,Let's finish this work so we can talk about baseball.,0,,,,,,0,,,,,Single-KC,,KC932,,PLUS Tutoring,PLUS Lessons,,,,,Open-response only,"Scenario Carla, Scenario  Kevin",,2024-04-15 16:43:58.382 UTC,2024-04-15 16:43:58.383 UTC,
166593,All Data,a589fba66eb530138b421bce7750da84,Stu_b6499aae97f76aa5aa5ce6ba9d4e1f7b,ctat_session_29653174-6bfb-22f7-1637-f95b44356af0,4/15/24 16:45,UTC,ATTEMPT,,RESULT,,Using Motivational Strategies,Scenario_Kevin,9. Why do you think the approach you selected in Question 8 will best support and increase Kevin's motivation to complete his math work and increase engagement?,1,4/15/24 16:45,9 open response,1,1,,9,open response,Providing external incentive to finish his work will motivate him. Creating positive association between the two things.,0,,,,,,0,,,,,Single-KC,,KC1272,,PLUS Tutoring,PLUS Lessons,,,,,Open-response only,"Scenario Carla, Scenario  Kevin",,2024-04-15 16:45:10.160 UTC,2024-04-15 16:45:10.161 UTC,
