Row,Sample Name,Transaction Id,Anon Student Id,Session Id,Time,Time Zone,Duration (sec),Student Response Type,Student Response Subtype,Tutor Response Type,Tutor Response Subtype,Level (Lesson),Level (Level2),Problem Name,Problem View,Problem Start Time,Step Name,Attempt At Step,Is Last Attempt,Outcome,Selection,Action,Input,Rater 1: Obviously AI-generated Response (yes=1; no= 0),Rater 2: Obviously AI-generated Response (yes=1; no= 0),Source of Truth: Obviously AI-generated,"Rater 1: Authentic, Real Person Response (yes=1; no=0)","Rater 2: Authentic, Real Person Response (yes=1; no=0)","Source of Truth: Authentic, Real Person",Feedback Text,Feedback Classification,Help Level,Total Num Hints,KC (Single-KC),KC Category (Single-KC),KC (Unique-step),KC Category (Unique-step),School,Class,CF (AI_Evaluation),CF (AI_Rephrased_Response),CF (AI_Request_Counter),CF (AiEnabled),CF (Condition),CF (Counterbalanced),CF (Sequence),CF (tool_event_time),CF (tutor_event_time),Event Type
172868,All Data,9fcd10d9e89ac25f96c60d16699f9dbb,Stu_c0a4a16391e3c80ffed49fe1ad73c52a,ctat_session_03c0cbc9-0fcf-8e61-6aa3-e243963af127,8/19/2024 19:18,UTC,0,ATTEMPT,,RESULT,,Helping Students Manage Inequity,Scenario_Alexis,11. Why do you think the approach you selected in the previous question will best support Alexis by assisting her with advocating for herself? <br/>,1,8/19/2024 19:18,11 open response,1,1,,11,open response,Only talking to the teacher would help her.,0,0,0,1,1,1,,,,,Single-KC,,KC1105,,FEV,[REDACTED] Lessons,,,,,Mixed,"Scenario Jeremiah, Scenario  Alexis",,2024-08-19 19:18:15.267 UTC,2024-08-19 19:18:15.268 UTC,
5582,All Data,af76b8e310af859dd8ac566361110ffe,Stu_0833059a82ede78e1b6a905e12f02ce2,ctat_session_8b9c00dd-f9f4-8f4b-001a-bb5316e75522,8/12/2024 15:55,UTC,0,ATTEMPT,,RESULT,,Helping Students Manage Inequity,Scenario_Alexis,11. Why do you think the approach you selected in the previous question will best support Alexis by assisting her with advocating for herself? <br/>,1,8/12/2024 15:55,11 open response,1,1,,11,open response,"n her ability to communicate her needs clearly and assertively. This preparation helps her feel more comfortable and empowered to address the issue with her teacher. Directly Addresses the Issue: It focuses on the core problem her difficulty hearing during quizzes and encourages her to address it directly with her teacher. This approach helps her take proactive steps towards resolving the issue rather than just discussing it. Provides Practical Guidance: It offers practical support by helping Alexis think through what to say and how to approach the conversation. This guidance ensures she is prepared to present her case effectively and seek a reasonable accommodation. Encourages Self-Advocacy: The strategy emphasizes the importance of self-advocacy, teaching Alexis how to articulate her concerns and seek solutions independently. This skill is valuable for navigating various challenges in school and beyond.",1,1,1,0,0,0,,,,,Single-KC,,KC1105,,E-Learning Course,[REDACTED] Lessons,,,,,Mixed,"Scenario Jeremiah, Scenario  Alexis",,2024-08-12 15:55:27.089 UTC,2024-08-12 15:55:27.089 UTC,
90595,All Data,dde944005aa929a7622eef57ce1f4e53,Stu_68890d7a5716e8649e50a85757e83299,ctat_session_9ee2442d-ea3b-2169-b967-0b21099aabfb,12/11/2023 3:55,UTC,0,ATTEMPT,,RESULT,,Helping Students Manage Inequity,Scenario_Jeremiah,11. Why do you think the approach you selected in the previous question will best support Jeremiah by assisting him with advocating for himself? <br/>,1,12/11/2023 3:55,11 open response,1,1,,11,open response,It encourages him to take action himself but gives him hope that it will be solved,0,0,0,1,1,1,,,,,Single-KC,,KC839,,[REDACTED] Tutoring,[REDACTED] Lessons,,,,,Mixed,"Scenario Alexis, Scenario  Jeremiah",,2023-12-11 03:55:43.386 UTC,2023-12-11 03:55:43.387 UTC,
159818,All Data,c6daaa54523f79dcdf47eedfffc8c383,Stu_ae5b6c7da8a9a734cdf530532b20910f,ctat_session_64afa437-9442-d172-7364-17c38e4c21ca,4/12/2024 15:57,UTC,0,ATTEMPT,,RESULT,,Responding to Negative Self-Talk,Scenario_Geetika,9. What exactly would you say OR how exactly would you respond to Geetika's negative self-talk to increase her self-confidence and encourage continued effort?,1,4/12/2024 15:57,9 open response,1,1,,9,open response,give her motivation and tell her to keep trying,0,0,0,1,1,1,,,,,Single-KC,,KC1455,,Camp Half-Blood,[REDACTED] Lessons,,,,,Mixed,"Scenario Eduardo, Scenario  Geetika",,2024-04-12 15:57:51.467 UTC,2024-04-12 15:57:51.468 UTC,
28253,All Data,08ffce9f42a36fc6de1358bfcd655b1d,Stu_24b5b2d63392850be3ff9b68b381e5d9,ctat_session_4daf2624-49f3-8dc1-52f7-c549cb90cc48,1/11/2025 22:12,UTC,0,ATTEMPT,,RESULT,,Responding to Negative Self-Talk,Scenario_Eduardo,9. What exactly would you say OR how exactly would you respond to Eduardo's negative self-talk to increase his self-confidence and encourage continued effort?,1,1/11/2025 22:12,9 open response,1,1,,9,open response,"Eduardo, you're not stupid solving two-step equations can be tricky, but you're here and putting in the effort, which is what really matters. Let's break this problem down step by step together. You're capable of figuring this out, and I'm here to help you every step of the way. Remember, making mistakes is just part of learning!",1,1,1,0,0,0,,,,,Single-KC,,KC552,,[REDACTED] Tutoring,[REDACTED] Lessons,,,,FALSE,Mixed,"Scenario Geetika, Scenario  Eduardo",,2025-01-11 22:12:17.266 UTC,2025-01-11 22:12:17.267 UTC,
166524,All Data,02c5be7d1ab011fe2d255e410735c8b2,Stu_b6499aae97f76aa5aa5ce6ba9d4e1f7b,ctat_session_87b9d380-a53b-775f-87d7-d1a242820db7,1/19/2024 14:34,UTC,0,ATTEMPT,,RESULT,,Responding to Negative Self-Talk,Scenario_Eduardo,11. Why do you think the approach you selected in the previous question will best support Eduardo by increasing his self-confidence and encourage his continued effort?,1,1/19/2024 14:34,11 open response,1,1,,11,open response,"Understands his struggle and validates his feelings, then encourages him to keep trying.",0,0,0,1,0,1,,,,,Single-KC,,KC38,,[REDACTED] Tutoring,[REDACTED] Lessons,,,,,Mixed,"Scenario Geetika, Scenario  Eduardo",,2024-01-19 14:34:10.500 UTC,2024-01-19 14:34:10.501 UTC,
68748,All Data,2ef7c4f3c93a6631ac633fc9e4fe9927,Stu_4f2e827acac4931f7f766546b72e630a,ctat_session_d17919d3-6746-a9ce-441f-2cd4f9f2bea8,11/27/2024 1:04,UTC,0,ATTEMPT,,RESULT,,Responding to Negative Self-Talk,Scenario_Eduardo,9. What exactly would you say OR how exactly would you respond to Eduardo's negative self-talk to increase his self-confidence and encourage continued effort?,1,11/27/2024 1:04,9 open response,1,1,,9,open response,I would acknowledge his feelings of negativity and help him to realize that he has so much talent; encourage him that I am there to help him move forward in this problem but that he has the potential to succeed because of his intelligence.,1,0,0.5,0,1,0.5,,,,,Single-KC,,KC552,,[REDACTED] Tutoring,[REDACTED] Lessons,,,,,Mixed,"Scenario Geetika, Scenario  Eduardo",,2024-11-27 01:04:21.216 UTC,2024-11-27 01:04:21.216 UTC,
44767,All Data,8fd85d81f7d99f3e0829613c1e5bd4b7,Stu_354ce12dccf360db21d02c2195b749fd,ctat_session_3ba081ac-f74e-0b0f-8f30-0d5d448807d1,1/21/2025 18:21,UTC,0,ATTEMPT,,RESULT,,Responding to Negative Self-Talk,Scenario_Geetika,11. Why do you think the approach you selected in the previous question will best support Geetika by increasing her self-confidence and encourage her continued effort?,1,1/21/2025 18:21,11 open response,1,1,,11,open response,"Tutors should validate a student's opinions and feelings. Then they should provide positive support, focusing on a student's strengths and abilities.",0,0,0,0,0,0,,,,,Single-KC,,KC725,,[REDACTED] Tutoring,[REDACTED] Lessons,,,,FALSE,Mixed,"Scenario Eduardo, Scenario  Geetika",,2025-01-21 18:21:12.682 UTC,2025-01-21 18:21:12.682 UTC,
178667,All Data,7efa125fd50fd995b21692090bb83807,Stu_c6e09a17c7052f4260f41c89dd6fcb95,ctat_session_b7096306-0caf-7a03-c874-e736b78f1e7a,9/4/2023 22:01,UTC,0,ATTEMPT,,RESULT,,Responding to Negative Self-Talk,Scenario_Geetika,11. Why do you think the approach you selected in the previous question will best support Geetika by increasing her self-confidence and encourage her continued effort?,1,9/4/2023 22:01,11 open response,1,1,,11,open response,She will believe in herself.,0,0,0,1,1,1,,,,,Single-KC,,KC725,,Tutor Teens,[REDACTED] Lessons,,,,,Mixed,"Scenario Eduardo, Scenario  Geetika",,2023-09-04 22:01:30.348 UTC,2023-09-04 22:01:30.348 UTC,
168906,All Data,b2518fdb4137b3f499fcc8f7f31293e8,Stu_b9dd9eb949d47993af413b603064bb0b,ctat_session_10f53252-0364-db25-150c-ea69343e41a4,3/19/2024 16:59,UTC,0,ATTEMPT,,RESULT,,Responding to Negative Self-Talk,Scenario_Eduardo,9. What exactly would you say OR how exactly would you respond to Eduardo's negative self-talk to increase his self-confidence and encourage continued effort?,1,3/19/2024 16:59,9 open response,1,1,,9,open response,"Eduardo, it's normal to feel stressed some times! You are not stupid at all! Let's try solving the problem step by step together!",1,1,1,0,0,0,,,,,Single-KC,,KC552,,[REDACTED] Tutoring,[REDACTED] Lessons,,,,,Mixed,"Scenario Geetika, Scenario  Eduardo",,2024-03-19 16:59:41.981 UTC,2024-03-19 16:59:41.981 UTC,
54814,All Data,e1f6027a04b0c5039cb9341f2faa2e99,Stu_3fa8037866e29795ac7f18a2f020f42e,ctat_session_5ef9dc87-4193-0e82-2c7d-c2ce79d15869,1/4/2025 19:23,UTC,0,ATTEMPT,,RESULT,,Responding to Negative Self-Talk,Scenario_Geetika,11. Why do you think the approach you selected in the previous question will best support Geetika by increasing her self-confidence and encourage her continued effort?,1,1/4/2025 19:23,11 open response,1,1,,11,open response,It utilizes positive affirmation to effectively acknowledge and respond to Geetika's negative feelings.,0,1,0.5,0,0,0,,,,,Single-KC,,KC725,,[REDACTED] Tutoring,[REDACTED] Lessons,,,,TRUE,Mixed,"Scenario Eduardo, Scenario  Geetika",,2025-01-04 19:23:47.289 UTC,2025-01-04 19:23:47.289 UTC,
26895,All Data,613f3a74869aaa182f3f9682f74428f0,Stu_221033ad910db017a3b16a4e1097e2b0,ctat_session_2767dd10-ea11-484b-3f65-ae0e7cf4bd9b,12/24/2024 5:59,UTC,81,ATTEMPT,,RESULT,,Responding to Negative Self-Talk,Scenario_Eduardo,11. Why do you think the approach you selected in the previous question will best support Eduardo by increasing his self-confidence and encourage his continued effort?,1,12/24/2024 5:57,11 open response,2,1,,11,open response,"The approach acknowledges Eduardo's feelings and affirms his capabilities, making him feel supported. Telling him to do it together further bolsters his confidence and reassures him that he has help.",1,1,1,0,0,0,,,,,Single-KC,,KC38,,[REDACTED] Tutoring,[REDACTED] Lessons,,,,,Mixed,"Scenario Geetika, Scenario  Eduardo",,2024-12-24 05:59:03.462 UTC,2024-12-24 05:59:03.462 UTC,
207952,All Data,791d00d52f3e2460bc5ef8949aa08074,Stu_ed2c8d84b2b1e874b996d21021ac227c,ctat_session_83b498f5-c4e1-c991-1718-736cffe2ae08,8/15/2024 12:30,UTC,1,ATTEMPT,,RESULT,,Responding to Negative Self-Talk,Scenario_Geetika,9. What exactly would you say OR how exactly would you respond to Geetika's negative self-talk to increase her self-confidence and encourage continued effort?,1,8/15/2024 12:29,9 open response,5,1,,9,open response,To encourage the student and motivate the student's small achievements the student comes out from the self-talk.,0,0,0,1,1,1,,,,,Single-KC,,KC1455,,Tutor Teens,[REDACTED] Lessons,,,,,Mixed,"Scenario Eduardo, Scenario  Geetika",,2024-08-15 12:30:15.882 UTC,2024-08-15 12:30:15.883 UTC,
5061,All Data,c5d62aef96c19b008fe8731734a7a556,Stu_06f01a9ab45e488ae55844f89ff6e8d4,ctat_session_15902814-899b-917a-ac6a-74e1a59724fd,8/8/2024 16:38,UTC,0,ATTEMPT,,RESULT,,Responding to Negative Self-Talk,Scenario_Geetika,11. Why do you think the approach you selected in the previous question will best support Geetika by increasing her self-confidence and encourage her continued effort?,1,8/8/2024 16:38,11 open response,1,1,,11,open response,This will help the student to feel better.,0,0,0,1,1,1,,,,,Single-KC,,KC725,,Focus Edumatics,[REDACTED] Lessons,,,,,Mixed,"Scenario Eduardo, Scenario  Geetika",,2024-08-08 16:38:07.253 UTC,2024-08-08 16:38:07.254 UTC,
83280,All Data,8bfd74c206274991e40b59ffa384d228,Stu_5f1a93a2baf9fb7445a989f75b4e1245,ctat_session_dce86503-110e-11ce-300d-6386860f8e57,8/5/2024 17:45,UTC,2,ATTEMPT,,RESULT,,Responding to Negative Self-Talk,Scenario_Geetika,11. Why do you think the approach you selected in the previous question will best support Geetika by increasing her self-confidence and encourage her continued effort?,1,8/5/2024 17:45,11 open response,3,1,,11,open response,The approach selected will best support Geetika by increasing her self-confidence and encouraging her continued effort. This approach creates a supportive and encouraging environment that can help Geetika feel more confident and motivated to continue putting in effort.,1,1,1,0,0,0,,,,,Single-KC,,KC725,,E-Learning Course,[REDACTED] Lessons,,,,,Mixed,"Scenario Eduardo, Scenario  Geetika",,2024-08-05 17:45:38.868 UTC,2024-08-05 17:45:38.868 UTC,
184319,All Data,bcf5e091e5ef3e094219a78d3c44d3b6,Stu_cd0acfe1ae2014489726b88278942f1f,ctat_session_9a38901c-e25c-4e11-7496-a103991669ec,10/17/2024 14:54,UTC,0,ATTEMPT,,RESULT,,Responding to Negative Self-Talk,Scenario_Eduardo,11. Why do you think the approach you selected in the previous question will best support Eduardo by increasing his self-confidence and encourage his continued effort?,1,10/17/2024 14:54,11 open response,1,1,,11,open response,provide validation and encouragement to work on things they find difficult,0,0,0,1,1,1,,,,,Single-KC,,KC38,,[REDACTED] Tutoring,[REDACTED] Lessons,,,,,Mixed,"Scenario Geetika, Scenario  Eduardo",,2024-10-17 14:54:39.906 UTC,2024-10-17 14:54:39.907 UTC,
36624,All Data,fc3c495ec1b6e2f336b218dea344b3b6,Stu_2a79307d67346e99b69c086059f9c5cc,ctat_session_8971d4b6-5997-10f8-c2e5-ba8ab5d41b19,4/10/2024 4:53,UTC,0,ATTEMPT,,RESULT,,Responding to Negative Self-Talk,Scenario_Geetika,11. Why do you think the approach you selected in the previous question will best support Geetika by increasing her self-confidence and encourage her continued effort?,1,4/10/2024 4:53,11 open response,1,1,,11,open response,It acknowledges her feelings and provides positive reinforcement,0,0,0,1,1,1,,,,,Single-KC,,KC725,,Carnegie Mellon University,[REDACTED] Lessons,,,,,Mixed,"Scenario Eduardo, Scenario  Geetika",,2024-04-10 04:53:55.778 UTC,2024-04-10 04:53:55.779 UTC,
219283,All Data,53159bca47f8edc07846e74e46d0f362,Stu_fa95df2c4db991f6ff54543bb01deae6,ctat_session_d3c8c2b5-fe9b-d96a-33f7-20f741bf6f8b,8/29/2023 17:34,UTC,0,ATTEMPT,,RESULT,,Responding to Negative Self-Talk,Scenario_Eduardo,9. What exactly would you say OR how exactly would you respond to Eduardo's negative self-talk to increase his self-confidence and encourage continued effort?,1,8/29/2023 17:34,9 open response,1,1,,9,open response,"Hey Eddie, it is OK to feel some self-doubt sometimes, I experienced that too when I first started as a student. But you'll have to know that you can do many other great things, and math alone does not make you a stupid person. Let's focus on finding some of your strength and see how we can use them to help with your math problems!",1,1,1,0,0,0,,,,,Single-KC,,KC552,,Carnegie Mellon University,[REDACTED] Lessons,,,,,Mixed,"Scenario Geetika, Scenario  Eduardo",,2023-08-29 17:34:27.909 UTC,2023-08-29 17:34:27.910 UTC,
189151,All Data,ccfbe005e0286b9f6f9cd22dd5d800f8,Stu_d3d4f21c3647747757fbcfdfa7ae3b4e,ctat_session_c9c573b2-0a31-2fb5-8fc3-72dcfdf20fcb,10/20/2024 4:59,UTC,0,ATTEMPT,,RESULT,,Responding to Negative Self-Talk,Scenario_Geetika,9. What exactly would you say OR how exactly would you respond to Geetika's negative self-talk to increase her self-confidence and encourage continued effort?,1,10/20/2024 4:59,9 open response,1,1,,9,open response,"Hey Geetika, do you find it difficult? Do not worry for that, it is normal and it is not an easy topic. But I am sure you will be able to handle this. Would you like to tell me what is confusing for you? I can help you.",0,0,0.5,0,1,0,,,,,Single-KC,,KC1455,,[REDACTED] Tutoring,[REDACTED] Lessons,,,,,Mixed,"Scenario Eduardo, Scenario  Geetika",,2024-10-20 04:59:04.459 UTC,2024-10-20 04:59:04.459 UTC,
221972,All Data,41c2a5c74c18b3f867fd6b704a76342b,Stu_ff2d510bbaaafbdb161a4340240bd72a,ctat_session_e43f8fd6-3ce6-9f5c-e801-bb87daad1a3f,10/22/2024 19:09,UTC,0,ATTEMPT,,RESULT,,Responding to Negative Self-Talk,Scenario_Eduardo,11. Why do you think the approach you selected in the previous question will best support Eduardo by increasing his self-confidence and encourage his continued effort?,1,10/22/2024 19:09,11 open response,1,1,,11,open response,"Dismissing his feelings would make him discouraged, but reminding him that he is capable will motivate him to keep trying",0,0,0,1,1,1,,,,,Single-KC,,KC38,,[REDACTED] Tutoring,[REDACTED] Lessons,,,,,Mixed,"Scenario Geetika, Scenario  Eduardo",,2024-10-22 19:09:43.292 UTC,2024-10-22 19:09:43.292 UTC,
11089,All Data,9ab660a4752264363d06c38efc51b30a,Stu_10f843cd048c53052fe204b36bbaa129,ctat_session_3b7ee8f9-2d2a-93f5-5051-a95d68874442,1/29/2024 6:12,UTC,0,ATTEMPT,,RESULT,,Responding to Negative Self-Talk,Scenario_Eduardo,9. What exactly would you say OR how exactly would you respond to Eduardo's negative self-talk to increase his self-confidence and encourage continued effort?,1,1/29/2024 6:12,9 open response,1,1,,9,open response,I'm sorry you feel that way. I think you're very capable of solving this. Let's take it one step at a time.,0,0,0,1,1,1,,,,,Single-KC,,KC552,,[REDACTED] Tutoring,[REDACTED] Lessons,,,,,Mixed,"Scenario Geetika, Scenario  Eduardo",,2024-01-29 06:12:09.189 UTC,2024-01-29 06:12:09.191 UTC,
139619,All Data,13c9cad8ee6fa6dfbccc16200b86f61c,Stu_9869486e3df881d7829f75d584f53f74,ctat_session_8297c1ca-40a0-8795-918e-5d7b6ff427c7,12/8/2024 19:18,UTC,0,ATTEMPT,,RESULT,,Responding to Negative Self-Talk,Scenario_Eduardo,9. What exactly would you say OR how exactly would you respond to Eduardo's negative self-talk to increase his self-confidence and encourage continued effort?,1,12/8/2024 19:18,9 open response,1,1,,9,open response,"Eduardo, I can see you're feeling frustrated, but I want you to know that struggling with a problem doesn't mean you're 'stupid.' Everyone faces challenges when learning something new. What's important is that you're working through it, and that's how we get better. Let's take this step by step, and I'm here to help you. You've got this!",1,0,1,0,1,0,,,,,Single-KC,,KC552,,[REDACTED] Tutoring,[REDACTED] Lessons,,,,,Mixed,"Scenario Geetika, Scenario  Eduardo",,2024-12-08 19:18:15.499 UTC,2024-12-08 19:18:15.499 UTC,
184738,All Data,0ebadba9f993c7acd60e5686a5d3ca53,Stu_cd54f67ad72e54b2244008b84a6e9051,ctat_session_81adae03-dc1b-8d5c-15ea-0a876ced4793,8/10/2024 14:31,UTC,4,ATTEMPT,,RESULT,,Responding to Negative Self-Talk,Scenario_Geetika,11. Why do you think the approach you selected in the previous question will best support Geetika by increasing her self-confidence and encourage her continued effort?,1,8/10/2024 14:31,11 open response,2,1,,11,open response,"Acknowledging Geetika's feelings and offering specific help, I aim to create a supportive environment where she feels understood. This approach can help reduce her frustration and encourage her to keep trying.",0,0,0.5,1,0,0,,,,,Single-KC,,KC725,,E-Learning Course,[REDACTED] Lessons,,,,,Mixed,"Scenario Eduardo, Scenario  Geetika",,2024-08-10 14:31:43.415 UTC,2024-08-10 14:31:43.415 UTC,
220307,All Data,4fea92d7fa2dfebc0dbcaa2a28cd87ac,Stu_fbe51e21822a570d2d33fa9903a45fa9,ctat_session_a6241df2-d581-8e99-61c3-cb2a7ad55a9a,10/13/2024 23:07,UTC,0,ATTEMPT,,RESULT,,Responding to Negative Self-Talk,Scenario_Geetika,9. What exactly would you say OR how exactly would you respond to Geetika's negative self-talk to increase her self-confidence and encourage continued effort?,1,10/13/2024 23:07,9 open response,1,1,,9,open response,"Hey don't say that! It is totally ok to be confused about something like this, math is definitely tough and I have been there before. Let's look at it together.",0,0,0,1,1,1,,,,,Single-KC,,KC1455,,[REDACTED] Tutoring,[REDACTED] Lessons,,,,,Mixed,"Scenario Eduardo, Scenario  Geetika",,2024-10-13 23:07:31.976 UTC,2024-10-13 23:07:31.977 UTC,
220310,All Data,bcdb1870bb7b9ab4f8bc62769dfe9936,Stu_fbe51e21822a570d2d33fa9903a45fa9,ctat_session_a6241df2-d581-8e99-61c3-cb2a7ad55a9a,10/13/2024 23:08,UTC,0,ATTEMPT,,RESULT,,Responding to Negative Self-Talk,Scenario_Geetika,11. Why do you think the approach you selected in the previous question will best support Geetika by increasing her self-confidence and encourage her continued effort?,1,10/13/2024 23:08,11 open response,1,1,,11,open response,"Compared to the other responses, this shows that it is normal to have these feelings. It empathizes with Geetika, but also gives positive reinforcement.",0,1,0.5,0,0,0,,,,,Single-KC,,KC725,,[REDACTED] Tutoring,[REDACTED] Lessons,,,,,Mixed,"Scenario Eduardo, Scenario  Geetika",,2024-10-13 23:08:13.909 UTC,2024-10-13 23:08:13.910 UTC,
124539,All Data,5a839279297c7173f49ca13310cda048,Stu_8c4f484ae395c424b8b2b056d93a1bef,ctat_session_d8315832-07fd-5a9e-fb67-c3f09595cad5,8/12/2024 14:03,UTC,0,ATTEMPT,,RESULT,,Responding to Negative Self-Talk,Scenario_Geetika,9. What exactly would you say OR how exactly would you respond to Geetika's negative self-talk to increase her self-confidence and encourage continued effort?,1,8/12/2024 14:03,9 open response,1,1,,9,open response,"I understand you're feeling frustrated right now, but it's important to remember that everyone faces challenges and makes mistakes that's part of learning. Let's focus on what you're doing well and identify specific areas where we can work together to improve. You have the ability to get better with practice, and I'm here to support you every step of the way. Let's break this down into smaller steps and tackle it together.",1,1,1,0,0,0,,,,,Single-KC,,KC1455,,Focus edumatics,[REDACTED] Lessons,,,,,Mixed,"Scenario Eduardo, Scenario  Geetika",,2024-08-12 14:03:41.189 UTC,2024-08-12 14:03:41.190 UTC,
156601,All Data,1fa2e2c1ee33fe5c0eee91b1f21e5b6e,Stu_ac785a5d13b3d01c53e7b9fe7b8fbef3,ctat_session_16fccb27-6162-17cc-a9cc-539ca0a62c0d,1/21/2024 2:12,UTC,38,ATTEMPT,,RESULT,,Responding to Negative Self-Talk,Scenario_Geetika,9. What exactly would you say OR how exactly would you respond to Geetika's negative self-talk to increase her self-confidence and encourage continued effort?,1,1/21/2024 2:12,9 open response,2,1,,9,open response,"Geetika, you're capable and learning. Every mistake is a step closer to understanding. Your intelligence grows with effort. I believe in you. Let's review this problem together.",1,1,1,0,0,0,,,,,Single-KC,,KC1455,,[REDACTED] Tutoring,[REDACTED] Lessons,,,,,Mixed,"Scenario Eduardo, Scenario  Geetika",,2024-01-21 02:12:49.317 UTC,2024-01-21 02:12:49.318 UTC,
28717,All Data,8a8adcf0b7d1b55e59d4c244cd3ca83b,Stu_24cd67c1c6283f41623eda335b64a33c,ctat_session_21556da4-bd9c-e445-2109-9ad508e5b345,9/30/2024 15:58,UTC,0,ATTEMPT,,RESULT,,Responding to Negative Self-Talk,Scenario_Eduardo,11. Why do you think the approach you selected in the previous question will best support Eduardo by increasing his self-confidence and encourage his continued effort?,1,9/30/2024 15:58,11 open response,1,1,,11,open response,I think that this may be the best response since you are giving positive affirmation after acknowledging why Eduardo might have reacted that way.,0,0,0,0,1,1,,,,,Single-KC,,KC38,,[REDACTED] Tutoring,[REDACTED] Lessons,,,,,Mixed,"Scenario Geetika, Scenario  Eduardo",,2024-09-30 15:58:48.790 UTC,2024-09-30 15:58:48.790 UTC,
72682,All Data,28e8639aa08b1ed709b62cd8a18ff380,Stu_548fe6f2f643407cb4b759e095316c95,ctat_session_6419bd6f-fa31-ab86-6db6-145aaaa10c63,10/4/2023 17:41,UTC,0,ATTEMPT,,RESULT,,Determining What Students Know,Scenario_Roberto,9. What exactly would you say to Roberto to begin helping him solve the math problem?,1,10/4/2023 17:41,9 open response,1,1,,9,open response,"Okay, lets see if we can make this problem simpler. Can you tell me something you know about the left hand side",0,0,0,1,1,1,,,,,Single-KC,,KC652,,[REDACTED] Tutoring,[REDACTED] Lessons,,,,,Mixed,"Scenario Cindy, Scenario  Roberto",,2023-10-04 17:41:06.396 UTC,2023-10-04 17:41:06.397 UTC,
117542,All Data,37a097f8bc03f480926ae137810fee1e,Stu_835a29e44433d7208b4247295934d15d,ctat_session_30bc65a3-f834-f615-9e4e-715af693d419,3/21/2024 20:11,UTC,0,ATTEMPT,,RESULT,,Determining What Students Know,Scenario_Roberto,11. Why do you think the approach you selected in Question 10 will best support Roberto in solving the math problem?,2,3/21/2024 20:11,11 open response,1,1,,11,open response,"This approach allows me to see if Roberto for 1) even knows what a fraction is, and 2) his level of understanding of the potential concepts/factors of the problem.",0,1,0.5,0,0,0,,,,,Single-KC,,KC1420,,[REDACTED] Tutoring,[REDACTED] Lessons,,,,,Mixed,"Scenario Cindy, Scenario  Roberto",,2024-03-21 20:11:25.178 UTC,2024-03-21 20:11:25.178 UTC,
218013,All Data,15aa1c0476b80441c7f393213fb5fe1d,Stu_f855930a1bff3b37e14322bc42331756,ctat_session_090bec84-2ed2-0a90-1ade-341c35368f00,7/30/2024 18:29,UTC,0,ATTEMPT,,RESULT,,Determining What Students Know,Scenario_Roberto,11. Why do you think the approach you selected in Question 10 will best support Roberto in solving the math problem?,1,7/30/2024 18:29,11 open response,1,1,,11,open response,"This approach is effective because it encourages Roberto to think about what he understands about the problem and use that knowledge as a starting point. By asking him what he knows, you help him recall relevant concepts and guide him toward solving the problem himself. It promotes active problem-solving and helps identify any gaps in his understanding.",1,1,1,0,0,0,,,,,Single-KC,,KC1420,,E-Learning Course,[REDACTED] Lessons,,,,,Mixed,"Scenario Cindy, Scenario  Roberto",,2024-07-30 18:29:49.807 UTC,2024-07-30 18:29:49.811 UTC,
31290,All Data,2220cba50d359d59446b697227c42265,Stu_2628dca38ad8ad98ee862deb9fe9235b,ctat_session_f26f0073-490a-0bcf-a600-91ddf1a527f0,1/11/2024 19:26,UTC,0,ATTEMPT,,RESULT,,Determining What Students Know,Scenario_Roberto,9. What exactly would you say to Roberto to begin helping him solve the math problem?,1,1/11/2024 19:26,9 open response,1,1,,9,open response,"Okay Roberto, what can you know from the given info?",0,0,0,1,1,1,,,,,Single-KC,,KC652,,[REDACTED] Tutoring,[REDACTED] Lessons,,,,,Mixed,"Scenario Cindy, Scenario  Roberto",,2024-01-11 19:26:33.290 UTC,2024-01-11 19:26:33.290 UTC,
204719,All Data,3756be31769fe8b0032faa3475ca0323,Stu_e81f995d68a6419a5c6be8e50308b9c2,ctat_session_945e928a-4b1a-8cf6-2cdf-e2c3bae0a9d5,1/9/2025 17:24,UTC,0,ATTEMPT,,RESULT,,Determining What Students Know,Scenario_Roberto,9. What exactly would you say to Roberto to begin helping him solve the math problem?,1,1/9/2025 17:24,9 open response,1,1,,9,open response,"Okay, so you need to find ""x."" Right? Good. How do you think you would approach this problem?",1,0,0.5,0,1,0,,,,,Single-KC,,KC652,,[REDACTED] Tutoring,[REDACTED] Lessons,,,,TRUE,Mixed,"Scenario Cindy, Scenario  Roberto",,2025-01-09 17:24:57.724 UTC,2025-01-09 17:24:57.724 UTC,
33368,All Data,ebb2a94b7335bbf3880702315fd5d6b9,Stu_287cdea476e73a495bdbd9877e475bda,ctat_session_c02b2f9b-3508-2715-b7ae-1e980b074faa,10/2/2024 4:10,UTC,0,ATTEMPT,,RESULT,,Determining What Students Know,Scenario_Cindy,9. What exactly would you say to Cindy to begin helping her solve the math problem?,1,10/2/2024 4:10,9 open response,1,1,,9,open response,"Let's take a look at the triangle together. What do you know about triangles, and can you describe any properties of this one?",0,1,0,0,0,0,,,,,Single-KC,,KC1063,,[REDACTED] Tutoring,[REDACTED] Lessons,,,,,Mixed,"Scenario Roberto, Scenario  Cindy",,2024-10-02 04:10:27.011 UTC,2024-10-02 04:10:27.011 UTC,
